chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
1970s+,"[{'@class': 'new17C', '@first': 'yes', 'date': '1973', 'tit': 'Tharunka', 'num': '28/1', '#text': '(Sydney) 8 Nov. Ecstatic devotees wave bits of greenery and incense, chant stupidities, and grin like Cheshire Cats having orgasms at everyone clogging the exit corridor, getting sworn at stepped on fucked at yelled at kicked at all the time as patient as fuck, waiting for the Great Yellow Hope, Him, the Fucking Godhead'}, {'date': '1977', 'aut': 'A. Bleasdale', 'tit': 'Who’s Been Sleeping in my Bed', 'num': '22', '#text': 'I want me end away as well, but they’re all as fertile as fuck on our estate'}, {'date': '1989', 'aut': 'D. Waters', 'tit': 'Heathers', '#text': '[film script] A serious-as-fuck bomb in the boiler room to set off a pack of thermals upstairs'}, {'@class': 'N331', 'date': '1991', 'aut': 'D. Jarman', 'tit': 'Smiling in Slow Motion', 'edn': '2000', 'num': '18', '#text': 'letter 12 June I walked there [...] sporting my ‘Queer as Fuck’ T-shirt'}, {'date': '1998', 'aut': 'K. Sampson', 'tit': 'Awaydays', 'num': '52', '#text': 'Some of the older, vampish birds in Eric’s are horny as fuck'}, {'@class': 'N331', 'date': '1999', 'aut': 'N. Cohn', 'tit': 'Yes We have No', 'num': '220', '#text': 'Call me Caf [...] C–A-F, Cool as Fuck'}, {'@class': 'N331', 'date': '2000', 'aut': 'N. Griffiths', 'tit': 'Grits', 'num': '10', '#text': 'Shiz wearin that ace old necklace she got offer granny [...] makes er look sexy as fuck'}, {'@class': 'N331', 'date': '2001', 'aut': 'K. Sampson', 'tit': 'Outlaws', 'edn': 'ms.', 'num': '136', '#text': 'This pure fucking bandit comes mincing into the line of fire [...] This lad’s a monster, camp as fuck and right in your face with his Big Hom act'}, {'date': '2004', 'aut': 'P. Howard', 'tit': 'PS, I Scored the Bridesmaids', 'num': '75', '#text': 'Alice [...] fit as fock, a ringer for Nicole Appleton'}, {'date': '2005', 'aut': 'A. Lovejoy', 'tit': 'Acid Alex', 'num': '82', 'i': 'packet', '#text': 'He asked [...] if we were okay and – true as fuck – gave us a  of smokes'}, {'@class': 'new', 'date': '2012', 'aut': 'J. Fagan', 'tit': 'Panopticon', 'num': '22', '#text': 'He’s got curly hair and thick specs and he’s skinny as fuck'}, {'@class': 'new', 'date': '2014', 'aut': 'C. Eble', 'tit': 'UNC-CH Campus Sl. Spring 2014', 'num': '2', '#text': '(ed.) A.F. — < as fuck to an extreme degree: ‘This dinner is good a.f.’ ‘This class is hard a.f.’'}, {'@class': 'new', 'date': '2015', 'aut': 'I. Welsh', 'tit': 'Decent Ride', 'num': '125', '#text': 'Ah liked that lassie. Rough as fuck and a wee bit mental, but she was sound'}, {'@class': 'new17B', 'date': '2017', 'tit': 'Sydney Morn. Herald', '#text': '10 July [Internet] Sonny’s Fried Chicken and Burgers, offering 24-hour brined chicken, pressure fried and ‘crispy AF!’'}, {'@class': 'new19B', 'date': '2019', 'aut': 'N. Walker', 'tit': 'Cherry', 'num': '28', '#text': 'We had burned a peach White Owl with Train Wreck in it, and so we were high as fuck'}]","a general intensifier, the coarse synon. for ‘as anything’",phrase,as fuck,1973,"(Sydney) 8 Nov. Ecstatic devotees wave bits of greenery and incense, chant stupidities, and grin like Cheshire Cats having orgasms at everyone clogging the exit corridor, getting sworn at stepped on fucked at yelled at kicked at all the time as patient as fuck, waiting for the Great Yellow Hope, Him, the Fucking Godhead",2019,"We had burned a peach White Owl with Train Wreck in it, and so we were high as fuck",fuck
1970s+,"[{'@first': 'yes', 'date': '1981', 'aut': 'S. Berkoff', 'tit': ['Decadence', 'Decadence and Other Plays'], 'edn': '1985', 'num': '16', '#text': 'in It’s hard to tell / fuck only knows'}, {'@class': 'N331', 'date': '1988', 'aut': 'J. Healy', 'tit': 'Grass Arena', 'edn': '1990', 'num': '70', '#text': '‘What was she playing? Schubert or something?’ asked Jock. ‘Fuck knows’'}, {'date': '1993', 'aut': 'I. Welsh', 'tit': 'Trainspotting', 'num': '213', '#text': 'An overheard conversation in the kitchen, fuck-knows when'}, {'date': '1997', 'con': '1960s', 'aut': 'A. Frewin', 'tit': 'London Blues', 'num': '238', '#text': 'The judge begins his summing up tomorrow, though fuck knows what he’s got to sum up'}, {'date': '1997', 'aut': 'N. Barlay', 'tit': 'Curvy Lovebox', 'num': '87', '#text': 'I’m headin’ to my place for the first time in fuck knows'}, {'@class': 'new18D', 'date': '1998', 'aut': 'A. Warner', 'tit': 'Sopranos', 'num': '156', '#text': '‘What’s the Crash?’ ‘Fuck alone knows’'}, {'date': '1999', 'aut': 'K. Sampson', 'tit': 'Powder', 'num': '204', '#text': '‘What we clapping for?’ muttered Tony. ‘Fuck knows!’'}, {'@class': 'N331', 'date': '2000', 'aut': 'J.J. Connolly', 'tit': 'Layer Cake', 'num': '53', '#text': '‘What triggers off these outbursts?’ ‘I don’t know, daylght, darkness, full moons, fuck knows’'}, {'date': '2002', 'aut': 'J. Cameron', 'tit': 'Hell on Hoe Street', 'num': '4', '#text': 'New geezer came in the door [...] Fuck knows where he sprung out of'}, {'@class': 'new', 'date': '2011', 'aut': 'J.J. Connolly', 'tit': 'Viva La Madness', 'num': '49', '#text': 'Dive into the Underground, jump in another tube heading to fuck-knows-where'}]","a general phr., underlining one’s ignorance or disinterest",phrase,fuck knows,1981,in It’s hard to tell / fuck only knows,2011,"Dive into the Underground, jump in another tube heading to fuck-knows-where",fuck
,"[{'@first': 'yes', 'date': '1978', 'aut': 'S. King', 'tit': 'Stand', 'edn': '1990', 'num': '38', '#text': 'He was a fuck of a long way from California'}, {'date': '1981', 'aut': 'T. Wilkinson', 'tit': 'Down and Out', 'num': '110', '#text': 'Fucking hell there’s a fuck of a lot of draws here'}, {'@class': 'N331', 'date': '1985', 'con': '1969–70', 'aut': 'D. Bodey', 'tit': 'F.N.G.', 'edn': '1988', 'num': '114', '#text': 'He’s lost a fuckova lot of blood'}, {'date': '1986', 'aut': 'S. King', 'tit': 'It', 'edn': '1987', 'num': '639', 'i': 'fuck', '#text': 'I’ve got one  of a hangover'}, {'@class': 'new', 'date': '1996', 'aut': 'P. Hamilton', 'tit': 'Reality Dysfunction', 'num': '983', '#text': 'It was one fuck of a lot smarter than your brain, bollockhead'}]",a large or notable amount of,phrase,"fuck of a, a",1978,He was a fuck of a long way from California,1996,"It was one fuck of a lot smarter than your brain, bollockhead",fuck
,"[{'@first': 'yes', 'date': '1942', 'aut': 'H. Miller', 'tit': 'Roofs of Paris', 'edn': '1983', 'num': '248', '#text': 'What a fuck of a nuisance this is!'}, {'date': '1976', 'aut': 'J. Heller', 'tit': 'Good As Gold', 'edn': '1979', 'num': '181', '#text': 'He should be locked up! [...] that crazy fuck of a bastard'}, {'date': '1990', 'aut': 'R. Doyle', 'tit': 'Snapper', 'num': '37', '#text': 'It looks like another fuck of a day'}, {'@class': 'N331', 'date': '1999', 'aut': 'K. Sampson', 'tit': 'Powder', 'num': '64', '#text': 'We need a fuck of a good track to let people know we’re here'}, {'date': '2000', 'aut': 'T. Udo', 'tit': 'Vatican Bloodbath', 'num': '23', '#text': 'Now they were operating a shoot to miss policy, which is actually a fuck of a lot harder'}]",a general intensifier,phrase,"fuck of a, a",1942,What a fuck of a nuisance this is!,2000,"Now they were operating a shoot to miss policy, which is actually a fuck of a lot harder",fuck
2000s,"{'@first': 'yes', 'date': '2000', 'aut': 'N. Griffiths', 'tit': 'Grits', 'num': '153', '#text': 'Someone told me once that-a most effective diet was-a no-stout one, but fucks ter that bi Christ — couldn’t live without me Beamish'}",a dismissive phr.; synon. with,phrase,fucks to,2000,"Someone told me once that-a most effective diet was-a no-stout one, but fucks ter that bi Christ — couldn’t live without me Beamish",2000,"Someone told me once that-a most effective diet was-a no-stout one, but fucks ter that bi Christ — couldn’t live without me Beamish",fuck
1990s+,"{'@first': 'yes', 'date': '1999', 'aut': 'G. Seal', 'tit': 'Lingo', 'num': '155', 'scaps': 'get the fuck; get the push; get the shove', '#text': 'Other terms for losing one’s job include to [...]'}",to be dismised from one’s job,phrase,get the fuck,1999,Other terms for losing one’s job include to [...],1999,Other terms for losing one’s job include to [...],fuck
mid-19C,"{'@first': 'yes', 'date': '1865', 'aut': 'T.P. Lowry', 'tit': 'Stories the Soldiers Wouldn’t Tell', 'edn': '1994', 'num': '39', '#text': 'in ) There aren’t any girls in this country except those that it strictly on the fuck for $5 a go. I take a snootful about once a month'}",working as a prostitute,phrase,on the fuck,1865,in ) There aren’t any girls in this country except those that it strictly on the fuck for $5 a go. I take a snootful about once a month,1865,in ) There aren’t any girls in this country except those that it strictly on the fuck for $5 a go. I take a snootful about once a month,fuck
late 19C,"{'@first': 'yes', 'date': '1889', 'aut': 'C. Deveureux', 'tit': 'Venus in India', 'num': '93', '#text': 'I Then, after smoking another cigar, and drinking a couple of more pegs and talking Mrs. Searles and fuck generally, I left to go home'}",to talk about sex,phrase,talk fuck,1889,"I Then, after smoking another cigar, and drinking a couple of more pegs and talking Mrs. Searles and fuck generally, I left to go home",1889,"I Then, after smoking another cigar, and drinking a couple of more pegs and talking Mrs. Searles and fuck generally, I left to go home",fuck
1960s+,"{'@first': 'yes', 'date': '1983', 'aut': 'R. Klein', 'tit': 'Jailhouse Jargon and Street Sl.', '#text': '[unpub. ms.]'}",to murmur or shout obscenities during sexual intercourse for the gratification of one or both partners,phrase,talk fuck,1983,[unpub. ms.],1983,[unpub. ms.],fuck
2010s,"{'@first': 'yes', 'date': '2015', 'aut': 'S. King', 'tit': 'Finders Keepers', 'edn': '2016', 'num': '111', '#text': 'She throws a fine fuck'}",to offer oneself for sexual intercourse,phrase,throw a fuck,2015,She throws a fine fuck,2015,She throws a fine fuck,fuck
1940s+,"[{'@first': 'yes', 'date': '1919', 'aut': 'L.R. Murphy', 'tit': 'Perverts by Official Order', 'edn': '1989', 'num': '27', '#text': 'Transcript Foster Inquiry in The sailor replied, ‘I am going to throw a fuck into something,’ ‘You know the boys down there,’ he added'}, {'date': '1972', 'aut': 'B. Rodgers', 'tit': 'Queens’ Vernacular', 'num': '90', 'b': ['throw a mean', 'wicked', 'fuck'], '#text': 'to fuck hard and fast [...]  []'}, {'date': '1988', 'aut': 'D. Woodrell', 'tit': 'Muscle for the Wing', 'num': '36', '#text': 'Last week Wanda had thrown him a fuck to seal the pact'}]",to have sexual intercourse with; also homosexual use,phrase,throw a fuck into,1919,"Transcript Foster Inquiry in The sailor replied, ‘I am going to throw a fuck into something,’ ‘You know the boys down there,’ he added",1988,Last week Wanda had thrown him a fuck to seal the pact,fuck
1910s+,"[{'@first': 'yes', 'date': '1919', 'aut': 'W.H. Downing', 'tit': 'Digger Dialects', 'num': '12', 'scaps': 'blow-to-fook', '#text': '— Shatter to fragments'}, {'date': '1924', 'con': 'WWI', 'aut': 'A.G. Pretty', 'tit': 'Gloss. Sl. [...] in the A.I.F. 1921–1924', 'num': 'n.p.', 'scaps': 'blow-to-fook', '#text': '(rev. t/s) . Shatter to fragments'}, {'date': '1965', 'aut': 'H. Huncke', 'tit': 'Huncke’s Journal', 'edn': '1998', 'num': '66', '#text': '‘Cat and His Girl’ in He said she was a dumb broad [...] and he hoped to fuck he’d never see her again'}, {'date': '1970', 'aut': 'P. Roth', 'tit': 'My Life as a Man', 'edn': '1974', 'num': '316', '#text': 'I swear to fuck he musta weighed eighty-two pounds'}, {'date': '1977', 'aut': 'G.F. Newman', 'tit': 'Villain’s Tale', 'num': '19', '#text': '‘Nicking a nice few quid, John?’ Lynn said [...] ‘Wish to fuck I was, Jack.’'}, {'date': '1981', 'aut': 'H. Gould', 'tit': 'Fort Apache, The Bronx', 'num': '187', '#text': 'I wish to fuck they were'}, {'date': '1990', 'aut': 'R. Doyle', 'tit': 'Snapper', 'num': '177', '#text': 'She wished to fuck it was all over. She was sick of it'}, {'date': '1993', 'con': '1945', 'aut': 'S. McAughtry', 'tit': 'Touch and Go', 'num': '231', '#text': 'Maybe you can stick a hyphen on to your name and Englify yourself to fuck'}, {'date': '1997', 'aut': 'N. Barlay', 'tit': 'Curvy Lovebox', 'num': '24', '#text': 'Stinks to fuck in there'}, {'date': '2000', 'aut': 'N. Griffiths', 'tit': 'Grits', 'num': '69', '#text': 'Am fuckin rattled t’fuck now'}, {'date': '2001', 'aut': 'N. Barlay', 'tit': 'Hooky Gear', 'num': '117', '#text': 'Jesus H. They stink to fuck'}, {'date': '2005', 'aut': 'B. Hare', 'tit': 'Urban Grimshaw', 'num': '169', '#text': 'It’s on top to fuck'}, {'@class': 'new', 'date': '2011', 'aut': 'J.J. Connolly', 'tit': 'Viva La Madness', 'num': '26', '#text': '‘Come on to fuck,’ Sonny says to himself'}]","a general intensifier: utterly, completely",phrase,to fuck,1919,— Shatter to fragments,2011,"‘Come on to fuck,’ Sonny says to himself",fuck
1950s+,"[{'@first': 'yes', 'date': '1980', 'con': '1950s', 'aut': 'M. Thelwell', 'tit': 'Harder They Come', 'num': '68', '#text': 'She not to be confused with dem little droopy drawers fuck-a-bush gal'}, {'date': '1983', 'aut': 'T. White', 'tit': 'Catch a Fire', 'num': '57', '#text': 'A ‘foo-foo’ (foolish) country waif naïve enough to believe his ‘fuck-a-bush’ (backwoods seduction) talk of love!'}]",promiscuous,phrase,fuck-a-bush,1980,She not to be confused with dem little droopy drawers fuck-a-bush gal,1983,A ‘foo-foo’ (foolish) country waif naïve enough to believe his ‘fuck-a-bush’ (backwoods seduction) talk of love!,fuck
,"{'@first': 'yes', 'date': '1983', 'aut': 'T. White', 'tit': 'Catch a Fire', 'num': '262', '#text': 'These fuck-a-bush ghetto rats [...] hum a few bars of some gully ditty, and they get sainted'}",as derog.,phrase,fuck-a-bush,1983,"These fuck-a-bush ghetto rats [...] hum a few bars of some gully ditty, and they get sainted",1983,"These fuck-a-bush ghetto rats [...] hum a few bars of some gully ditty, and they get sainted",fuck
1960s+,"{'@first': 'yes', 'date': '1968', 'aut': 'J. Colebrook', 'tit': 'Cross of Lassitude', 'num': '36', '#text': 'He is glad to be able to report: ‘Here Stretch fuckin’ along’'}",to walk,phrase,fuck along,1968,He is glad to be able to report: ‘Here Stretch fuckin’ along’,1968,He is glad to be able to report: ‘Here Stretch fuckin’ along’,fuck
1970s+,"[{'@class': 'new', '@first': 'yes', 'date': '1975', 'tit': 'Ribald', 'num': '4/3', '#text': '(Sydney) 13 Nov. [W]e encourage other carnal photo connoisseurs who may be hoarding nude and or, fuck’n’suck photos of other famous dream girls'}, {'@class': 'new', 'date': '1980', 'aut': 'L. Lovelace', 'tit': 'Ordeal', 'edn': '1981', 'num': '197', '#text': ""Director Arthur Marks came over to us. ‘Okay, Linda,' he said, `get ready for the fuck-and-suck scenes’""}]",pornographic,phrase,fuck-and-suck,1975,"(Sydney) 13 Nov. [W]e encourage other carnal photo connoisseurs who may be hoarding nude and or, fuck’n’suck photos of other famous dream girls",1980,"Director Arthur Marks came over to us. ‘Okay, Linda,' he said, `get ready for the fuck-and-suck scenes’",fuck
1970s+,"{'@first': 'yes', 'date': '1975', 'aut': 'S.P. Smith', 'tit': 'Amer. Boys', 'num': '171', 'org': 'HDAS', '#text': 'The others...fucked their bread away on booze'}","to waste, to squander",phrase,fuck away,1975,The others...fucked their bread away on booze,1975,The others...fucked their bread away on booze,fuck
20C+,"[{'@first': 'yes', 'date': '1972', 'aut': 'R.A. Wilson', 'tit': 'Playboy’s Book of Forbidden Words'}, {'date': '1977', 'con': '1949', 'aut': 'J.G. Dunne', 'tit': 'True Confessions', 'edn': '1979', 'num': '95', '#text': 'She fucks like a bunny rabbit, they tell me'}, {'date': '1978', 'aut': 'L. Kramer', 'tit': 'Faggots', 'num': '291', '#text': 'I shall fuck fuck fuck like a bunny!'}, {'date': '2005', 'aut': 'B. Hare', 'tit': 'Urban Grimshaw', 'num': '220', '#text': 'She fucks like a rabbit'}]",to copulate enthusiastically,phrase,fuck like a bunny (rabbit),1972,,2005,She fucks like a rabbit,fuck
1910s+,"[{'@first': 'yes', 'circa': '1930', 'aut': 'N. Kimball', 'tit': 'Amer. Madam', 'edn': '1981', 'num': '26', '#text': '(ref. to mid-19C) He [...] fucked like a mink'}, {'date': '1974', 'con': '1940s', 'aut': 'E. Thompson', 'tit': 'Tattoo', 'edn': '1977', 'num': '223', '#text': 'But, man, she fucked like a greased mink!'}, {'date': '1977', 'tit': 'Maledicta', 'num': '17', 'i': ['got fire in her pants', 'an angel looking for Peter', 'fucks like a mink'], '#text': '1 (Summer) If she is willing, [...] she’s , she’s , and she'}, {'date': '2004', 'tit': 'Urban Dict.', '#text': '[Internet] Debbi was picked from a bunch of Groupies to be a Band Aid because she fucks like a mink'}]","of a woman, to copulate enthusiastically",phrase,fuck like a mink,1930,(ref. to mid-19C) He [...] fucked like a mink,2004,[Internet] Debbi was picked from a bunch of Groupies to be a Band Aid because she fucks like a mink,fuck
